Gene	Count
PAXIP1-AS2	0
OR5AP2	2
RPUSD1	4
TTC8	3
OR1A1	3
TRGC2	0
GPR56	7
FEN1	4
MRPS7	1
DYRK1A	10
CPSF6	8
IPO5	5
MRPL40	1
DNAH11	25
CDKN2A	3
PRR15L	3
AKAP5	4
COX4I2	0
CHMP6	1
PILRB	1
ZNF576	3
ASCL1	4
ZFYVE26	17
ARL4A	1
AC006116.20	0
SPP1	1
RPL3	7
C15orf52	8
CRISPLD1	3
TLE3	12
PRODH2	10
FOXI1	5
RREB1	27
PEX14	11
MITF	3
CRAMP1L	13
OTUD1	1
RLN1	2
OR52N2	3
C2orf72	2
C10orf99	0
B4GALT6	1
CLASP2	10
DEPDC1B	6
MYOM3	21
PIF1	6
MSX1	4
SLC1A1	8
MRPL3	6
CALY	1
OR5T3	2
NDUFC1	2
TRAPPC13	0
CHD4	11
LZTS3	20
ASB2	7
AL354898.1	2
SYNE2	31
SPDEF	5
MKL1	18
LDB1	3
FAM83C	15
AP000708.1	0
CNRIP1	3
BRD2	9
NAA11	4
ZNF202	5
ABLIM3	5
POLR2J3	0
CA14	4
IGKV3-7	0
ERAP1	7
FAF1	5
GNA12	6
ZNF775	15
AGAP3	10
ATF7	0
KCNN1	6
OR1E1	1
DNAL1	2
CYSLTR1	0
SEC24D	7
FBXW2	3
TSHZ1	13
CDX2	4
FLRT2	6
SCRG1	1
GPR142	5
SNX18	10
DMRT3	8
AC021218.2	1
WDR49	6
MESP1	3
CLTCL1	8
XAB2	11
RLTPR	20
SLC25A1	11
PTTG1	4
UBE2G1	0
C8orf47	3
FGF18	5
KIR2DS4	0
NQO1	2
ARC	8
AC019294.1	0
RTCB	12
PDCD7	2
HES4	1
NEK11	7
RGS1	1
ADH1B	5
EPHA10	19
PAGR1	2
SP3	8
TRIP13	3
TPM1	0
NTPCR	5
TRAPPC6A	1
CTSE	5
OR51A2	0
C1orf35	4
PKHD1	44
TSPAN19	0
AC004076.7,AC003002.6,ZNF548	0
LTB	7
HLA-DQB1	0
SRBD1	15
ZNF574	12
PTBP2	4
LSM14B	8
MBIP	5
OR2W3	3
ABT1	5
CDV3	3
TMEM215	3
TRAJ22	2
RAB3GAP2	7
RFX2	13
HKDC1	17
BDNF	5
SOCS1	2
FBF1	10
SOX3	0
RASSF5	4
KCNE1L	0
SORL1	23
C7orf33	2
ZNF682	3
TRAJ26	0
NKX2-3	3
NPL	3
SLC37A3	7
C3orf58	4
C1S	8
RPRML	0
EIF3G	7
EARS2	3
GPR75-ASB3,ASB3	1
CENPE	10
NME4	2
METRNL	10
SPINK14	1
FAM127A	0
OGFR	14
DISP1	18
LHX2	7
THOC5	3
CD96	3
C3	17
ZNF19	7
FAM111B	5
TPX2	2
FHIT	2
FAM104B	0
HNRNPUL1	15
PLA2G1B	4
POT1	4
FAM214B	12
QSOX1	12
MRPS17,ZNF713	1
CASP6	2
WAS	0
HBA2	0
FAM46D	0
PPIL2	8
ST3GAL4	0
NID1	19
KRTAP25-1	1
DOT1L	24
ANKRD13D	4
CLK2	0
CXXC5	7
AP000889.3	2
MFF	0
PLEKHG3	10
XRN1	13
HEATR1	9
MTR	10
CPNE9	4
CDCA7L	1
C16orf91	3
FMR1	0
PHB2	3
FLVCR2	5
FOXK2	4
PTPN13	17
LONRF2	6
SGCZ	5
SEC31A	10
OBFC1	4
OR10K2	0
STK32C	10
MRPL39	2
ALDH1L1	24
ACTC1	2
OR51A4	1
ACE2	0
IL21R	4
TRDJ2	1
FAM212A	1
SNRPN	4
CENPH	1
TCP11L2	5
LGALS9C	0
CCDC154	8
SLC10A7	3
AP3B2	10
ZMAT2	1
SUMF1	8
TFCP2	2
NFRKB	14
FANCF	5
MUCL1	1
WISP2	7
DENND1B	1
AHCYL1	5
MYO1F	19
GRM5	21
OR10G9	4
CYP2A6	0
CIDEA	3
NUMB	7
PRAF2,AF196779.12	0
PUM2	19
ACY1,ABHD14A-ACY1	7
PLA2G4A	6
RHOBTB2	3
BOLA1	0
NUCB2	0
RP11-474G23.1,PPP3R1	1
PDCL3	0
POGZ	11
TCEANC2	1
FHL3	8
MMP8	6
SPATA20	15
TMCO5A	0
GDF7	6
GTF2IRD1	6
AF165138.7	0
AC005549.3	2
PRPF8	19
FAM107A	2
POLI	4
ADAMTSL1	30
TRAV17	0
DIRAS3	4
GPR75	5
FMO5	1
PM20D1	2
PRDM16	21
LZTS1	11
IGKJ4	0
KREMEN2	9
TRBV27	0
RP1-228P16.5	1
UNC50	1
NASP	7
NDUFAF6	2
BTBD19	0
WDR7	16
ATP1A1	7
MCFD2	2
BCS1L	2
TAS2R40	3
MBL2	5
AC010642.1	2
METTL9	2
GMPS	3
NBR1	0
AC010646.3,NR2F6	0
FKSG52	0
ANGPTL1	4
SLC22A5	9
ZCCHC8	3
FSCN3	4
KRTAP19-6	3
NCAN	19
RP11-565P22.6,NOS1AP	0
CXXC4	8
SRMS	10
TNNI3K,FPGT-TNNI3K	9
FICD	9
EMP3	0
AC097381.1	1
BTG3	0
RPF1	1
BIVM-ERCC5,ERCC5	10
CDK13	11
DNAJC9	3
TAGLN	4
MAGI3	20
TRMT44	3
KXD1	2
MARCO	15
ZFP91	1
CHAMP1	3
ZFYVE19	10
PPM1N	5
SMIM23	0
CLCN3	4
WFDC3	4
OR5H15	0
CSPG4	12
PLCXD1	0
C2orf54	7
LAMA4	17
XKR8	3
EXO5	7
C2CD4B	9
PTPN9	7
KIF1C	13
PLAA	10
SF3B2	8
MKRN2	3
HIST1H4A	2
RPL22	1
RP11-429E11.3	1
CNTNAP1	22
TMEM213	2
MADD	20
NHLRC2	9
RHO	3
NEK10	3
RNASE3	0
NEU1	8
APEH	6
SMEK1	5
HBG2	0
NPAS1	6
PYGM	9
ATP6V0A4	7
RAP1B	0
PCDH9	12
WNT7B	15
ZNF211	2
IL10RA	4
PABPC4	12
CTNNA1	9
CTD-2140B24.4	0
ZNF766	2
GJE1	0
RFXAP	2
LHX4	9
SEC24B	9
C8orf31	1
FAM133A	0
BICC1	11
ZNF706	0
TSTA3	3
FAM222B	4
UCKL1	12
C1orf167	6
BOP1	3
KLF13	5
ESRRG	4
TIAM2	14
OGFOD1	5
ACADS	8
PSG2	1
LPCAT1	5
MROH9	2
TAAR9	1
NOTCH4	42
ZNF442	8
MCAM	10
CACNA1A	28
TXLNA	4
GJD3	0
ALOX12	5
TMEM194B	1
POLR1D	0
ZNF140	1
MAN2A2	12
MUC15	2
HSD17B3	1
GJB3	6
NMNAT1	3
HEATR4	3
CLIP1	8
ATP13A1	14
CYP2W1	7
GCC2	3
KLRK1	1
BOLA3	0
RHOU	0
CFHR4	5
CCNG2	2
TMEM88	4
SAA4	3
DCST1	8
HSF4	11
OOSP2	1
COLGALT2	4
PDLIM4	9
GFER	2
SEC14L6	4
DGCR14	7
FGFBP2	4
KCNA4	9
NEK5	6
GOLGA6A	0
RAD51B	2
SLC24A3	9
FAM83B	6
PRR5L	2
NFIB	2
COPA	5
CDC20B	10
EVC	11
SV2A	13
TRAV8-4	1
SERPINB4	5
PCDHGB3	0
PRDX2	3
C1orf112	3
ZZEF1	31
KRTAP4-4	0
S100A6	1
MT1M	1
SLC22A2	8
CHCHD6	3
MMRN2	9
B4GALT7	7
CBX5	0
PHF5A	3
MTMR1	0
ANKRD65	4
ATP6V1G2	2
KIR2DL1	4
ZNF286A	2
CCDC144NL	7
CCDC13	3
CHST5	4
AGAP2-AS1	3
CD1E	8
MORN3	9
RP11-676J12.7	1
MAGEB3	0
TNNI2	0
SLAIN1	3
USP3	3
C9orf47	3
NUDT2	0
VAX1	2
C5AR1	4
AC069368.3,ANKDD1A	3
KDM4A	6
APC	17
PHLDB1	18
TEP1	27
CLIC6	6
THOC1	2
SLC25A34	6
GCFC2	1
C3orf72	0
MKX	1
TSPEAR	12
SKA1	1
TXNRD3	0
ADAM8	16
IGHA2	0
KLHL14,AC012123.1	0
MPZ	2
VWA9	4
KNG1	9
PEX5L	7
AC073063.1	0
PAPD7	5
FTCD	5
C17orf99	1
TRIT1	0
PADI4	10
ABCB5	14
GATAD1	1
MEX3D	10
MAN1C1	13
TM9SF1	10
MEF2BNB	0
MYO3B	18
CADM2	4
DECR1	3
SVIP	3
DEFB114	0
ZNF343,RP4-734P14.4	2
HABP4	5
SLC6A14	0
RASA2	3
CSMD1	112
SF3A1	3
TCEAL5	0
ZNF567	4
UGT3A1	2
PF4	1
SERPINB12	3
MT2A	1
CTD-2368P22.1	2
GRINA	8
CADM1	3
ITM2C	5
RP11-542P2.1	0
C17orf75	4
PLAC9	2
HNF4A	4
CCT3	8
UTP20	16
TECTA	33
CAV3	2
TWSG1	0
CCDC112	1
C20orf96	0
RAB5C,CTD-2132N18.3	3
RPS6KA5	5
C15orf39	12
CCDC38	2
SPATA5	11
FFAR1	3
ITGA3	15
CCDC70	0
C1orf100	1
HMGCS1	2
ZCCHC24	3
TCF19	4
CALM3	1
PLEKHN1	16
ZNF200	4
EIF6	2
CRKL	3
FEZ2	3
RP11-1396O13.13	0
CCNE2	0
FAM47E	0
ADH5	2
PUF60	5
AKR1C3	3
CNOT11	2
CXorf24	0
NRAP	10
FAM9C	0
ZBTB47	4
SULT1A4	0
TIAF1	0
MANSC1	1
PPFIBP2	5
TMC7	4
STEAP3	4
PTGES2	1
SLC25A40	3
CUZD1	6
LANCL3	0
MFSD1	11
MRPL24	1
TRPM4	21
SMNDC1	0
UBIAD1	3
MED1	8
CEACAM3	3
XPA	0
SLC6A17	10
ADPRH	7
UBASH3B	6
MREG	1
PRLH	3
FABP12	2
C14orf119	1
PCDHB2	5
IL12B	2
CAPN7	4
NME2,NME1,NME1-NME2	1
LAP3	7
SCAPER	5
COMP	12
AL646016.1	0
SNTN	0
SYCP3	0
KLHL21	6
GNL2	8
ZFP69B	0
ASXL3	14
INHBC	6
TMPRSS11A	2
GOLPH3L	1
ZNF343	7
RMND5B	4
AKR1B10	2
ATP8A2	7
HAMP	0
ZNF12	5
STK33	2
NACA	4
ZNF385C	5
REM1	4
OR4K14	0
CNIH1	0
C15orf53	4
FAM49A	1
HIST1H4B	9
KRTAP19-1	9
YY1AP1	6
PHB	4
TACR1	3
MIEN1	1
RASEF	2
MARK4	8
ZFP14	2
SCGB2A2	0
PRKAA1	3
GPBP1L1	7
ETV1	5
CXorf64	0
C16orf95	0
GRASP	6
KIAA1033	4
CENPBD1	1
RP4-576H24.4,SIRPB1	0
N6AMT1	1
SAA2	1
AC068987.1	0
FOXC2	4
C12orf40	6
ARMC10	7
GATA2	4
SKOR1	9
DDX18	3
SERTAD1	2
SAE1	8
FGG	3
BRMS1	1
PABPN1	1
TEKT1	2
OTUD6A	0
RPL10	0
ORAOV1	3
AMIGO3	6
ELMSAN1	6
ARL4D	5
CCR2	6
GJB4	6
CA4	3
GLRX	0
SHE	6
GRPEL2	1
MARCH4	6
PRSS12	14
ANKRD60	0
FZD9	7
ATMIN	6
C10orf2	10
ALDH2,RP11-162P23.2	0
CENPN	3
BDKRB2	7
GPRASP1	0
SHOC2	5
DLGAP1	11
MUC4	8
PLCH2	9
RP11-9B6.1	0
EML3	25
FOXD4L5	0
ILDR2	4
PROM1	7
ZNF337	0
PLBD1	7
ZNF296	10
MEF2C	3
CYP2R1	8
RNMT	1
IL7	2
HIST1H4C	0
PRMT7	4
PPCS	4
ZNF280C	0
AIPL1	3
SPATA31A2	0
ACKR3	2
DCUN1D5	0
OVCA2	3
ASPHD1	17
WDR76	5
EGLN3	5
CHI3L1	8
PSMG3	1
NAP1L6	0
RNMTL1	7
TBCA	0
RAB5C	0
GOLGA6L4	0
GPATCH2	7
ZCCHC12	0
FFAR3	0
ADRA1B	6
GLI4	7
RPL39L	0
PWP2	8
SEMA3A	6
IGFBP5	2
MAP2K3	3
TMEM30B	4
HIST1H4G	0
PHLPP1	8
PCSK7	11
FAM166B	3
TPRKB	0
CA5B	0
DTYMK	1
LRRC10B	0
INCA1	2
MACF1	20
DNAH17-AS1	0
C9orf91	5
ANP32B	0
SNX12	0
EPX	3
SPINK1	1
B3GALT4	11
SEPT8	2
SPSB2	9
KIAA0100	22
DLEU1	0
hsa-mir-150	0
MT1H	1
ENDOV	4
CYP24A1	4
ZNF852	3
SLC7A6	3
SLC9A3R2	4
TTC21A	7
TBC1D3H	0
CACNA2D4	10
C9orf135	2
IL10RB	0
MIER3	4
PAPSS2	9
AC074389.6	1
C6orf10	0
DUSP27	14
NNMT	3
TPD52L1	2
PRAMEF12	0
OR7A10	5
ORC6	1
SLC4A4	10
MICAL2	15
CLRN3	2
DCAF10	5
VAMP2	0
RUFY1	5
ASPRV1	9
TOR3A	4
ATP6V1B1	7
SLC26A11	6
SLC18B1	6
IGLV1-40	0
CLCA4	9
PVR	9
AGPAT4	2
DDI2	4
ADRA2B	13
RNF145	4
TIPIN	2
C1orf105	0
GALNTL6	4
TOP2B	14
CHRM2	6
ZNF589	2
EPDR1	3
LST3,SLCO1B3	3
LINGO4	15
C19orf66	3
MYL10	0
OR2Y1	3
AHSA2	0
CEP41	2
DNAJB8	5
POLR3C	4
ASB17	1
PRDM5	6
C11orf57	2
TRDV3	1
KNCN	6
RASL11B	1
HLA-DPB1	3
KRTAP4-6	0
AGPAT3	2
MS4A14	3
GGTLC1	3
SPATA31A3	0
ITGB1	7
H1FNT	3
CDRT15L2	0
IQSEC1	14
UPF3B	0
RSPO1	6
RANBP1	1
SLC41A3	5
TMEM171	5
FRA10AC1	0
SRD5A3	5
GPR35	3
TATDN2	1
KCNC2	13
EIF4E3	1
ZBTB48	13
TMEM41B	0
SLC22A25	6
CAPG	5
THG1L	3
RP11-133K1.2,BUB1B	0
NPIPB3	0
RTP4	2
CEP170B	20
BHLHE40	4
CLCN5	0
MTFP1,RP4-539M6.19	3
TMEM169	1
C10orf88	6
ZNF772	3
SPZ1	2
VAMP1	0
ARMCX5	0
ERLEC1	4
CHST1	7
SCGB1D2	0
AMN1	0
OR2V1	0
EFEMP2	8
FAM149A	8
PABPC5	0
CTD-2207O23.12	0
CDK5RAP2	4
METTL6	0
FAM60A	0
BTBD8	1
GPR162	32
RAD23A	2
TULP3	5
hsa-mir-1199	3
LRRC52	8
AQP10	2
AC003002.6,ZNF17	0
GSTA5	1
CHL1	18
TUBB4A	9
BIVM-ERCC5,BIVM	5
ZBTB2	8
ME2	3
AC024580.1	0
OMP	1
MARCH2	2
VPS13D	28
RASSF9	4
BTN1A1	7
ADAMTS8	12
CD4	8
PGAM4	0
PITX1	4
NSMCE4A	0
CTSD	8
TCF23	1
MMP15	12
SLC8A3	18
BLK	4
RNF144B	4
ZBTB26	3
SGPL1	1
PRCP	7
MTMR9	6
PPP1R3A	5
HSCB	0
ACTB	6
FAM186B	3
IL17A	1
RFX5	7
IFNA8	0
EEF1E1	0
KDELC1	7
RYBP	2
ZNF404	2
PIH1D2	1
SLC31A2	1
DHRS13	7
AACS	5
ZNF142	12
GLE1	3
CMTM4	2
FGFBP3	4
OR10J5	3
GDE1	3
UGT2A1	3
NOV	6
ZKSCAN7	0
DPP6	11
NUDCD3	3
USP14	6
HNRNPM	21
C11orf80	5
FAM9A	0
ANKRD26	5
SLC20A1	8
PCDHGA2	0
CXCL11	2
DSCAM	17
SLC7A3	0
CDC27	7
OR2S2	5
TMEM170B	1
EVA1C	1
CELF6	2
AC062017.1	0
ATP11A	21
TTLL3	3
BOC	12
QRICH2	18
ATP6V0B	5
CD6	7
PRR5,PRR5-ARHGAP8	2
ENPP5	4
OR10H5	0
KLK3	10
OASL	3
AL592284.1	1
NPC1	13
USP54	14
MKRN1	10
YES1	6
STEAP2	3
CCDC171	8
C12orf77	1
FOXN1	11
LGR6	13
KDM4B	11
CDHR1	12
NR1H3	5
FBLIM1	4
INHBE	5
JTB	0
PTCD1,ATP5J2-PTCD1	0
ESRP1	7
PLA2G3	11
WDSUB1	1
TTC6	3
HLA-DQB2	1
ZNF433	5
ATCAY	8
PDK3	0
KCNMB4	2
HILPDA	2
DDX1	7
IQSEC3	12
INSR	19
C3orf14	0
SAMD3	3
ZNF655,GS1-259H13.10	0
CPN2	3
PRUNE2	25
JADE2	10
SHC4	9
ATP5O,AP000304.12	0
SLN	0
SELPLG	5
YWHAE	1
IP6K2	4
ISY1,ISY1-RAB43	0
IFI27	1
SBK1	4
HIGD1A	2
ART4	1
FIS1	3
RASGEF1C	2
MAPK1	2
ZNF331	8
SDC2	0
YDJC	7
CUEDC2	3
FFAR2	1
SEC61G	0
AXL	7
KIF24	11
ITPR1	29
SHISA6	2
UTP23	4
LUZP1	5
GTF3C4	5
GALNT13	1
H2BFWT	0
GSTA1	3
DEPDC4	2
PNLIPRP3	8
PRIMPOL	1
SAPCD1	3
THAP7	6
SYCE1L	0
TEX29	2
OR6B3	1
MGA	21
SLC2A4RG	4
LRRC3	5
ZNF100	0
PITPNA	2
HCAR1	3
DNAJB2	7
HHATL	4
FASTKD1	3
SELENBP1	7
RP11-351M8.1	0
E2F2	4
BTG2	0
MANBA	7
SLC2A2	10
B3GALT5	4
TLR3	6
CNKSR3	4
LRRC17	4
CCNE1	4
CASK	0
TMEM214	4
FYN	8
TRBC2	1
INPP5A	2
BHMT	5
PHLDA3	4
TMEM229A	3
ZNF175	6
NDUFA6	7
SMAD7	6
GRXCR2	4
KRT71	9
SLCO6A1	9
KLHL6	8
EPHB3	10
EIF4H	10
DHX32	4
MRPL9,OAZ3	0
GPBP1	4
ARFIP1	3
ZNF80	4
TYW3	0
TUT1	6
LIG1	14
IL1B	5
FGD5	15
KIAA1755	12
ARHGEF10	16
FN1	30
SULT2B1	7
GPR157	3
TRAV19	1
SNCG	4
HES1	4
MYBPHL	3
LY6G6D,MEGT1	3
BLID	0
GID4	3
CFHR3	1
SCGB1C1	0
QRFP	7
CDIPT	1
MS4A13	2
HIST1H2AC	0
PDE1B	2
SPR	2
FAM20C	3
GLB1L2	8
CYB561D1	2
ANKRD30A	0
U2AF1L4,AD000671.6	1
PAIP1	0
SEMA3D	3
MTERFD3	3
PRB2	0
PTPRR	5
CPSF4L	0
PRAMEF2	3
MSC	5
ZNF197	7
TAS2R13	2
ONECUT1	10
MTMR4	13
CCR4	1
C16orf13	0
ORAI3	2
PHF1	9
SYN3	6
RNF38	1
ANO6	4
KIAA0895L	9
MED27	1
KCNK3	8
RP11-192H23.4	0
HRAS	3
SLC47A1	11
ATP5L2	1
OR4A8P	0
CD300LB	2
PRX	23
CNP	10
ZFAT	13
SLC7A6OS	2
SEPT1	8
BAD	4
AC226150.4	1
CNTLN	8
MYRF	12
ADK	1
HSF5	6
ABAT	11
ARHGAP15	3
IL4	1
SUCLA2	1
ERMARD	0
TGIF2LX	0
NIPSNAP3B	2
EIF2S3	0
EN2	5
LIMS2	3
MINOS1-NBL1,NBL1	3
TRBV5-4	0
KRT24	18
P2RY10	0
HHIPL2	7
C2orf43	3
AC013468.1	0
PGLS	0
CAMTA2	10
MAGEB18	0
C7orf62	2
CDC25A	4
OR8G5	4
TRAV40	2
PABPC4L	2
CDK10	6
SLC45A4	22
MTMR8	0
DNAH12	1
OR5A1	3
ZNF182	0
INIP	0
TRRAP	24
SERPINB9	3
EGR3	3
RP11-571M6.15	0
ACTR5	9
DEFB119	1
ATG4B	5
EHHADH	13
PSMD4	8
HAAO	5
IFNA2	2
PPFIA1	15
SENP3	11
SSX2IP	4
GRIA3	0
FAM129B	9
POLM	7
PTPRC	7
HMGN1	0
KLRC1	0
WDHD1	6
RAB41	0
MYLIP	9
LOXHD1	11
C1orf134	0
ATG13	6
PRTFDC1	5
KRT72	9
C2orf80	1
HIC2	15
PRKAA2	5
TEC	5
ADIPOR2	7
TRIML1	2
APBB2	4
HTN1	4
GALR2	1
TMEM106B	0
ALDH16A1,CTD-3148I10.9	0
ZNF385D	1
RASGRP3	7
ZNF649	4
TNFRSF1A	5
OR5M8	2
NUDT8	0
APOBR	31
NCR3LG1	0
IFLTD1	3
DNALI1	3
NARS	8
POSTN	5
FBXO8	1
RPS10	1
CCDC65	1
SPATA31A1	0
SPRED2	4
LARGE	10
GALNT5	5
DHRS9	3
ABRA	6
VANGL1	2
SLC10A4	2
FNDC7	8
NOL4	4
THSD7A	20
CD36	7
LMO1	2
ANGPTL2	7
SFN	6
RP11-529K1.3,DDX19B	0
FERMT3	11
RBMS2	5
PEX11B	3
CATX-2	0
HNRNPH1	12
RAG1	4
RP11-322E11.6,INO80C	2
C1QTNF2	12
VPS4A,RP11-343C2.11	3
TMEM43	4
MPHOSPH9	1
FAM84B	6
CSPP1	5
C21orf2	4
ZNF862	13
TMEM206	1
NT5C3B	6
EGFL8	8
ZBTB38	9
MROH6	7
CXXC1	4
CEP250	7
AGBL2	5
LSMEM1	2
EPM2A	5
ZNF746	12
B4GALNT4	18
IKZF2	1
ATF4	8
AL391421.1	1
RNF32	2
GLIS3	27
TIMP2	2
CFTR	8
C2orf53	7
DCDC2	5
SMIM15	0
PRNT	0
LONRF3	0
ECEL1	15
VN1R4	1
EIF4ENIF1	9
PKN2	1
RHD	2
RP11-458D21.5	0
CMTM6	3
MBD5	17
CRISPLD2	11
CLCNKA	11
OSBPL6	9
MYO16	15
HARS	5
RXFP1	3
FGD3	11
TSSK4	3
TDRKH	5
RPL15	1
GMCL1	3
AGAP6	1
INA	6
MTERFD2	3
GOLGA8B	0
TAF6	7
KLF16	1
PCDHA4	19
FEZ1	1
XRCC4	0
NEU4	7
SLC35F5	6
GBP3	1
YIPF4	1
ZC2HC1A	3
CCNT1	3
CRYL1	3
CIAO1	1
SYT13	5
CCDC79	1
STK39	3
RP11-362K2.2	0
PDCL	2
DKFZP779L1853	0
AC017028.1	3
TAF12	0
YAF2	1
KRTAP9-6	0
TIMM13	1
LRP1B	62
CCNG1	1
FAM204A	0
OR4A5	0
TBC1D10A,RP1-130H16.18	1
PNPLA3	2
KCNAB2	2
SH3TC1	22
SLC39A4	22
HTR3C	2
TENM2	32
MXI1	4
AC018755.1	1
CLPSL1	3
BAZ2B	13
AOC2	11
OR10V1	1
SPOCD1	17
ONECUT3	2
RMDN3	2
FUT4	6
C22orf29	7
TBC1D24	5
TNNT3	0
CDHR4	0
IFNA10	0
TRAV10	1
MEP1B	4
SPRY4	0
RP11-480I12.4	0
ZDHHC5	5
OR8I2	1
PHC3	4
SCN3A	18
ZNF30	10
AC008394.1	0
STRA6	10
DIMT1	2
FAM76B	2
MPDU1	2
TSPAN7	0
TRMT11	7
DDX58	4
HOXC13	5
CFLAR	2
TRAIP	1
ENPP6	5
NME9	2
SLCO3A1	12
OTOP3	11
KCTD14	1
CTD-2210P24.4	1
RASSF7	3
ZBBX	3
AC016586.1	2
YPEL1	1
TRMT6	4
SYNDIG1L	2
GGCT	4
USP17L23	0
INHA	7
CHD1	11
HAND1	6
FAM111A	6
NIN	6
RP11-599B13.6	1
GNA11	0
GMEB2	10
RNF148	4
C4orf40	2
CHST12	6
TRPA1	8
SMYD1	10
TRDV1	0
KCNJ2	3
ARHGEF38	0
OR11H6	4
PCDHAC1,PCDHA1,PCDHA2,PCDHA8,PCDHA6,PCDHA5,PCDHA11,PCDHA4,PCDHAC2,PCDHA12,PCDHA13,PCDHA3,PCDHA7,PCDHA10,PCDHA9	1
MMP7	3
CDC37L1	1
NBEA	23
ZC3H14	5
TFG	6
OTOA	11
FRK	4
ESYT3	8
AGXT	10
SPAG17	12
DHODH	8
HADHB	2
SLPI	4
OR4K2	0
PIGN	3
DLL3	10
MIA3	17
ATP10A	10
CST4	3
UGT1A4	4
EPYC	3
AASS	5
EDDM3B	2
ZNF610	3
GAP43	5
SPRY2	5
TBC1D31	8
OR52E1	0
ANO5	4
SLURP1	1
DMXL2	17
SNAPC1	2
ZNF284	7
AKR1E2	3
ARL6	0
FAM174A	6
ALDH1A2	12
SEMA3C	7
ZXDC	10
GALNT7	7
TNFRSF9	3
ADAM23	7
SORD	6
UQCRB	1
KRT3	25
SKI	6
AC006486.9,GSK3A	2
PITRM1	13
MYO3A	11
AP1M1	7
NTN5	8
SPDYE3	2
BCL2L14	5
FUNDC1	0
ARL5C	0
IZUMO3	0
OXGR1	1
KRT39	2
ZSCAN23	1
PRR5	5
PFKFB3	3
OVOL1	4
RP11-178C3.1,RPS6KB1	0
WDR63	8
CELF3	1
GAL3ST1	7
HAS3	9
CAND2	12
EFNA2	6
ZNF614	2
KRTAP9-2	0
HELQ	10
INHBB	7
TMEFF1	0
CDC25C	5
GADL1	5
FAT4	67
CDA	0
COL18A1	70
GRWD1	12
C12orf71	1
SHOX	0
ZNF264	6
HOXD8	2
TDP2	5
CLN5	10
LRP3	14
TEX13B	0
OR5L1	4
PAGE5	0
TRAPPC1	2
ZNF285	6
CDC42EP3	3
AC004017.1	0
B4GALT1	4
PAX9	4
CORO2B	6
EMC6	1
AHRR	11
TANK	1
KCNH8	8
TMEM155	1
RP11-73M18.2,APOPT1	0
ABCB6	8
GADD45B	1
RIIAD1	0
TTC16	8
ATP11B	10
ZNF560	4
GAGE10	0
TLX2	9
SREK1	0
CD46	1
RP11-295K3.1,CTSD	9
ZIC1	11
C3orf27	0
ANKRA2	1
UPF1	23
CTDSP2	2
FAM150B	0
TMCC1	6
ACTRT2	5
PCSK5	21
CD5L	9
TRBV19	0
MERTK	13
CASP8	3
CXCL14	0
C14orf159	10
MOSPD2	0
KCNRG	2
FGF12	2
GREM2	1
RPAIN	0
AGA	4
TOMM7	0
USP29	3
SLC6A9	15
ZCRB1	0
C12orf50	2
C5orf64	1
ZNF283	10
GPRC5B	5
IGKJ2	0
RWDD2B	3
KLF15	2
DR1	0
YARS	3
BX649567.1	0
AMER1	0
LAMA3	43
CEACAM4	2
OR8K3	4
CCER2	0
NUP62	10
LY75-CD302,LY75,CD302	0
OR2F2	3
MRPL38	0
GRB2	0
HSBP1	1
BAAT	8
RP11-176H8.1	0
CXCL6	2
TMEM173	6
OR10A6	6
ZNF469	28
RASGRF1	9
CERS6	3
CHCHD3	1
BHLHE23	1
LAMB3	13
RRP8	5
NRG4	1
RIBC2	0
SLC13A2	7
CLCNKB	8
FRMD3	4
JUND	0
RSPH1	11
AP003774.4	0
FRMD4B	7
QTRT1	7
AMD1	3
HSPB7	1
PCDHA3	12
PACRGL	3
CA13	2
ACD	16
KRTAP4-8	0
IFI6	4
PRR5,PRR5-ARHGAP8,ARHGAP8	3
TCEA3	3
S100A7	0
IFNAR1	2
DYNLT3	0
THEMIS2	6
VMAC,AC104532.2	0
ECI2	0
KRTAP10-12	1
GMPPB	8
BNIP1	0
C3orf79	0
UROC1	12
WDR74	4
CACNG5	3
PICK1	6
NOBOX	9
MRTO4	1
XPNPEP1	5
FZD7	11
NCEH1	3
IGHV3OR16-8	0
NUP93	4
RP11-603J24.9,PA2G4	0
AL161784.1,STOM	0
DKK1	4
GLRA2	0
PCOLCE2	10
TAS2R46	2
RNF223	0
LRRC63	0
EFCAB2	1
CDH6	7
SERPING1	2
CNST	3
MDP1	0
BPIFC	3
MAGEB1	0
TRIM74	0
CHST6	5
CRYAB	0
VPS26B	4
DENND4B	14
FHOD1	10
YJEFN3	2
GJB2	3
AC004817.1	0
GPR68	2
SV2C	13
ZNF512	2
NSD1	20
RAB3IL1	2
TMEM159	0
RAD54L2	13
UQCR10	0
ZNHIT1	2
EPHA2	21
C7orf26	0
MED31	0
IGKV2-30	0
RP11-366L20.2	0
S1PR3	6
GTF2A1	5
TRBJ2-2	0
OR4C6	3
OR4D2	2
SEC16B	13
HERC3	14
TNFAIP8L2	1
MSANTD3,MSANTD3-TMEFF1	0
NUP37	0
ZFYVE9	12
MAGEL2	5
ZNF771	2
CXorf40B	0
BTNL9	8
SERPINB6	3
SLC25A21	3
UBA6	10
ABCC11	17
F2RL2	3
ZNF821	2
MT1E	0
IFI44	7
ZNF429	0
OSM	3
